"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Chad","TCD","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2260652","2322855","2388469","2465302","2539362","2621144","2701814","2787860","2880563","2982606","3092951","3200998","3319316","3441705","3562212","3690232","3820059","3951665","4088910","4232115","4378882","4535056","4695491","4865401","5039537","5221718","5408186","5597040","5789112","5986315","5983843",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","838908323","851919942","867927427","883494165","900859257","915075943","933046288","946230036","958361392","970224729","985151758","992929616","1001752605","1012361728","1023486046","1031248880","1040354143","1052197334","1059726769","1066045252","1071752916","1082022232","1091381149","1097953761","1104955137","1110117544","1113685283","1117307921","1122527629","1125096724","1106618507",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","195625308","196649306","197732625","195665304","195936066","195909604","194707034","192880250","192221829","196351804","196417659","195235176","195231322","194852312","195751413","197061252","197650912","199377068","201193919","202572712","204419870","206149995","206791614","208017913","208781777","209981271","210857844","211548441","211830287","211214457","206978794",
"Togo","TGO","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1195890","1224164","1252427","1285842","1311649","1344042","1387444","1434082","1491928","1549433","1609402","1660670","1710457","1759153","1813632","1872423","1929162","1990940","2052294","2114152","2177231","2240846","2305856","2373256","2441620","2511546","2582427","2654924","2728772","2804487","2817026",
"Thailand","THA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29752290","30253651","30697612","31098398","31502675","32196945","33038950","33805837","34067218","34161069","35021099","35314997","35810207","36285089","36815555","37347001","37575436","38305650","38752682","39186892","38941754","40061270","40107525","39263702","38995319","38919081","38664352","38489388","38908334","38650533","38483357",
"Tajikistan","TJK","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1329920","1352485","1375620","1398841","1422645","1447157","1476274","1505500","1536376","1571624","1612420","1659453","1713086","1772976","1851900","1889657","1923985","1952397","1978868","2032607","2083438","2125761","2168900","2209827","2248688","2284107","2315763","2318790","2322553","2327478","2329165",
"Turkmenistan","TKM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1268378","1316706","1389424","1439213","1524479","1590244","1626963","1698305","1733445","1749651","1784535","1822346","1862922","1894743","1926103","1945642","1967776","1998192","2027506","2072361","2107257","2136670","2166708","2194401","2223332","2258330","2283079","2313976","2348369","2380596","2360858",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165550272","170019256","175346387","180798704","185883509","191040689","194367248","201141661","206415271","211253179","215697361","220659589","225875757","231108893","237601059","243134429","248435561","252569063","257272954","262929575","265835701","269070901","276152674","279884082","283371398","288272162","292345839","297632858","302775904","308100545","285868304",
"Timor-Leste","TLS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","320958","327976","334545","340360","345193","349035","345723","342504","340211","347262","343519","346764","356112","365500","375051","384545","394203","401078","408207","415609","423100","434159","445009","457442","469586","483007","497099","514315","530711","545809","560164",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59016006","60791364","62631055","64661072","67002141","68687482","70430505","72480417","74481522","77569435","79946234","82208308","84496070","87448392","90319164","93109678","94852796","96978249","97748110","100258557","102227644","103848139","105668432","107864913","108860970","110448038","112969291","114196464","115269288","117303088","113947956",
"Tonga","TON","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32042","32877","33529","34103","34718","34503","34281","34213","34217","34157","33994","34268","34381","34374","34347","34326","34336","34367","34362","34230","33954","33628","33130","32538","31968","31493","31266","31205","31252","31793","31407",
"South Asia (IDA & IBRD)","TSA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","402302430","411720226","421648401","432064660","443554174","453391553","464330631","475677070","487300945","498822419","510786313","523558876","536918687","551081360","565413230","579189486","584486887","590188803","595800124","602039440","607991981","611861877","616316140","624648260","631951765","640816264","648192776","657710503","664285220","675447781","647150409",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194692134","200203345","205974083","212010936","218251840","224775215","230887535","237246319","243877446","250748895","257827346","264548106","271513885","278898981","286531305","294377211","302270131","310384293","318666302","326552770","334693177","343717142","350805472","358686247","368233489","379027709","389727857","402340616","415312031","428800557","428466600",
"Trinidad and Tobago","TTO","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","464001","474411","483700","492212","508247","522861","538606","549228","560059","568680","577322","586941","597159","617306","636828","655440","660992","664115","668143","664484","657654","652553","664618","669537","676862","672832","670087","669775","669487","668956","636888",
"Tunisia","TUN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2524980","2602540","2675338","2765218","2851914","2934788","3012219","3086972","3133932","3178026","3221277","3258855","3294424","3328743","3363108","3397707","3492964","3563483","3639843","3729000","3807781","3872078","3962506","3955089","3981237","4012181","4034416","4060673","4086764","4115302","4107933",
"Turkey","TUR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19671853","20039967","20179616","19234032","20658200","20943301","21250435","21214543","21765039","22205159","21416630","21767789","22072114","21907831","21874677","22316756","22241100","22626118","23362747","24208672","25218827","26282989","26782237","27838130","28688617","29779757","30831350","31962763","32833549","33318941","32317036",
"Tuvalu","TUV","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11988424","12391027","12829052","13283528","13739108","14182946","14565363","14940574","15319642","15712322","16130288","16563194","17083856","17622059","18184275","18766994","19327214","19777377","20241231","20710630","21182241","21661064","22147431","22640286","23136098","23876862","24657528","25466488","26301713","27172946","28039322",
"Uganda","UGA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6308233","6496535","6687407","6885773","7091186","7303724","7491815","7688532","7897875","8122161","8366076","8621822","8897894","9194210","9507857","9836277","10175253","10530963","10907526","11301737","11717623","12148528","12605360","13060662","13548976","14078446","14657505","15286873","15934476","16588429","16514595",
"Ukraine","UKR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23829190","23839260","23922019","24072316","24437201","24615080","24298385","23887346","23460026","22986353","23224275","22732738","22577667","22445285","22292789","22167507","22043101","21924436","21813766","21744285","21676892","21642068","21425570","21583163","20951080","20952135","20764636","20621915","20417459","20207728","19461889",
"Upper middle income","UMC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","985497647","999908539","1017406691","1032997684","1049476857","1064281446","1080333688","1094879730","1106007225","1122437802","1136386207","1144969082","1157349902","1170073109","1184334005","1196406166","1206954420","1217059415","1225856119","1233973033","1238013312","1247884914","1260977426","1269433040","1277090125","1286301279","1292689242","1299642903","1305180420","1308820704","1270664202",
"Uruguay","URY","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1386528","1399022","1434419","1432413","1471767","1502443","1516283","1530010","1543029","1541937","1559172","1602572","1577300","1570400","1571356","1583429","1620706","1662761","1688609","1707666","1711277","1732500","1730455","1726683","1750238","1749371","1750928","1748190","1749877","1759504","1686696",
"United States","USA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127947285","128708478","130863542","132263494","134757739","136700074","138600058","141054775","142807776","144781936","146738412","147700616","148537342","149149954","150211579","152069621","153926382","155217714","157018957","157119037","156908693","156988739","158669839","158786446","159585089","160656132","162618460","164326552","165551383","167329067","165163504",
"Uzbekistan","UZB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7627681","7817439","8135691","8385297","8650035","8882836","9125482","9360042","9594877","9790742","10036868","10295119","10556510","10814844","11040448","11277010","11510371","11738727","11987369","12255925","12684814","13062919","13283938","13509119","13739902","13950059","14162987","14370393","14554971","14761999","14450873",
"St. Vincent and the Grenadines","VCT","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41499","42380","43209","43950","44623","45333","45990","46650","47279","47866","48419","49198","50018","50834","51589","52257","52788","53122","53350","53582","53868","54186","54616","55092","55531","55893","56354","56896","57461","57953","55342",
"Venezuela, RB","VEN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7554287","7823899","8092123","8340766","8575938","8846664","9099160","9385242","9637433","9851431","10139740","10424094","10620862","10823290","11232886","11583002","11963899","12120852","12330651","12515231","12716071","12931113","13091253","13341572","13492626","13545018","13321835","13005670","12595517","11996396","11063628",
"British Virgin Islands","VGB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48631","49756","50477","50782","51013","51360","51095","51298","51762","52172","52423","53088","53624","54006","54302","54619","54746","54871","54977","54928","54812","54353","53831","53366","52957","52564","52339","52133","51957","51757","49443",
"Vietnam","VNM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33038714","33902314","34734833","35574840","36417351","37273607","38099184","39012399","39995704","40992951","41917509","42975754","43921342","44790573","45666853","46598033","47441387","48338674","49293960","50211128","51254211","52143659","52979510","54292342","54997363","55604625","55860308","56468715","57028658","57307619","56542377",
"Vanuatu","VUT","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57406","59268","61265","63383","65061","67015","68627","69991","71363","73052","74628","77189","80190","82810","85481","87995","90698","93336","95815","98622","101753","104151","106994","110008","112809","115569","119014","122061","125176","128492","129602",
"World","WLD","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2325063717","2365832673","2408837728","2449084322","2497086230","2539457737","2583417255","2627163800","2668242630","2715838977","2761800581","2798175512","2839824032","2884516853","2932593312","2978284224","3014906628","3055184662","3090704251","3123778486","3153236691","3185017895","3221008090","3254725544","3288232185","3325381275","3360320005","3398271729","3434566406","3473598043","3390932593",
"Samoa","WSM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43479","44403","45152","45537","46122","46034","46397","46979","47297","47447","47223","47505","47841","48060","48219","48378","48772","48893","49316","50091","50484","50925","51854","52421","52773","52679","52571","52780","53239","53542","53605",
"Kosovo","XKX","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2478641","2637167","2806588","2992753","3171972","3375744","3529049","3684039","3845146","4015683","4087049","4174836","4262396","4354094","4456621","4569596","4683882","4811559","4947922","5089346","5231266","5317032","5408852","5504850","5604750","5861845","6096805","6331159","6561777","6793468","6956391",
"South Africa","ZAF","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12454773","12849592","13280277","13713371","14142567","14563397","14944259","15319142","15701409","16080517","16463987","16805315","17149625","17513164","17879754","18254907","18604581","18966473","19357609","19107455","18903308","19230873","19748124","20356336","20827819","21688511","22090023","22691810","22948481","23326430","21742744",
"Zambia","ZMB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3386842","3474762","3563039","3651189","3748397","3847954","3950606","4061820","4180573","4301014","4423692","4534292","4647237","4761135","4878794","5001755","5087340","5179444","5278729","5385208","5498647","5638715","5786691","5989295","6201176","6422843","6649697","6887235","7133407","7390080","7636530",
"Zimbabwe","ZWE","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4673450","4796728","4925952","5046620","5155036","5256952","5332556","5398221","5387412","5359336","5469782","5562010","5645676","5723420","5798923","5822515","5876509","5930825","5987039","6046566","6110065","6194595","6285553","6385806","6486805","6587829","6686407","6793476","6908600","7037039","6985536",
